"","","","","","","","","","","","","","","","","",""
"","260510","Мультимедиа","Микрофоны, наушники, гарнитуры","","","MZX236RGEAM бел/красн","Женские наушники-вкладыши, серия SILVER, Белый/Красный,  20 Гц - 20 кГц, 107 дБ, 29 Ом, 3 набора сменных амбушюр",15.00,8,"***","","","",18.00,12,"021986804666",""
"","260509","Мультимедиа","Микрофоны, наушники, гарнитуры","","","MZX236TGEAM бел/син","Женские наушники-вкладыши, серия SILVER, Белый/Бирюзовый,  20 Гц - 20 кГц, 107 дБ, 29 Ом, 3 набора сменных амбушюр",15.00,8,"***","","","",18.00,12,"021986804628",""
"","260511","Мультимедиа","Микрофоны, наушники, гарнитуры","","","MZX436PEAM сиреневый","Женские наушники-вкладыши, серия GOLD, сиреневый,  20 Гц - 20 кГц, 107 дБ, 29 Ом, 3 набора сменных амбушюр",15.00,8,"*","","","",18.00,12,"021986803713",""
"","260512","Мультимедиа","Микрофоны, наушники, гарнитуры","","","MZX436REAM розовый","Женские наушники-вкладыши, серия GOLD, розовый,  20 Гц - 20 кГц, 107 дБ, 29 Ом, 3 набора сменных амбушюр",15.00,8,"*","","","",18.00,12,"021986803928",""
"","260513","Мультимедиа","Микрофоны, наушники, гарнитуры","","","MZX436VEAM фиолетовый","Женские наушники-вкладыши, серия GOLD, фиолетовый,  20 Гц - 20 кГц, 107 дБ, 29 Ом, 3 набора сменных амбушюр",15.00,8,"*","","","",18.00,12,"021986803959",""
"","260516","Мультимедиа","Микрофоны, наушники, гарнитуры","","","MZX736PKEAM розовый","Женские наушники-вкладыши,  серия PLATINUM, Розовый/Металлик,  20 Гц - 20 кГц, 107 дБ, 29 Ом, 3 набора сменных амбушюр",15.00,8,"*","","","",18.00,12,"021986804512",""
"","260205","Мультимедиа","Микрофоны, наушники, гарнитуры","","","HP-100U silver","Набор внешняя USB звуковая карта + 3.5 мм наушники, цвет серебряный",65.00,5,"*","","","","",24,"4719543041406",""
"","330028","Мультимедиа","Микрофоны, наушники, гарнитуры","SONY","","DR-E14PP черный","Наушники-вкладыши гарнитура, науш:  18 - 22000 Гц,  Ответ/прекращение звонка,  mini jack 3.5 mm, длина кабеля 1.2м, Черный",10.50,1,"***","","","","",12,"4905524700589",""
"","330025","Мультимедиа","Микрофоны, наушники, гарнитуры","SONY","","DR-571PP синий","гарнитура для мобильных телефонов",32.00,1,"*","","","","",12,"4905524706277",""
"","330241","Мультимедиа","Микрофоны, наушники, гарнитуры","SONY","","DR-V150IP","Наушники для iPhone, черный",27.00,1,"*","","","","",12,"",""
"","330093","Мультимедиа","Микрофоны, наушники, гарнитуры","SONY","","PFR-V1","Монитор.динам.наушники,уникальная конст-ия, перекл-ель режимов звука, 8-24000 Гц, 104 дБ, mj 3.5 mm, односторон. Каб. 3.5м, пит AAA, черн/серебр",230.00,1,"*","","","","",12,"4905524418095",""
"","330038","Мультимедиа","Микрофоны, наушники, гарнитуры","SONY","","MDR-370LP зеленый","Женская модель накладных наушн., кабель - двусторонний, рег.громкости на кабеле, 14 - 22000 Гц,  106 дБ,   mini jack 3.5 mm, кабель: 1.5м  Зеленый",18.00,4,"*","","","","",12,"4905524584479",""
"","330031","Мультимедиа","Микрофоны, наушники, гарнитуры","SONY","","DR-E14PP розовый","Наушники-вкладыши гарнитура, науш:  18 - 22000 Гц,  Ответ/прекращение звонка,  mini jack 3.5 mm, длина кабеля 1.2м, Розовый",10.50,1,"*","","","","",12,"4905524706314",""
"","260222","Мультимедиа","Звуковые платы и FM тюнеры","","","Xonar HDA H6","Upgrade for ASUS Xonar HDAV 1.3 and ASUS Xonar Essence ST",34.00,10,"*","","","",36.00,36,"",""
"","260011","Мультимедиа","Звуковые платы и FM тюнеры","","","Xonar HDAV1.3 Slim","PCI 7.1 только HDMI вход/выход  Full-HD Blu-Ray, Dolby True HD, DTS Master Audio",152.00,10,"*","","","","",36,"4719543041925",""
"","700063","Cетевое и беспроводное оборудование","Сетевое оборудование","UBIQUITI","","AirCam Dome 3-PACK","сетевая купольная видеокамера Ubiquiti AirCam Dome, 1/4&quot; RGB CMOS, 4.0 мм, F1.5, поддержка PoE. (комлпект из 3 устройств)",312.04,5,"*","","","",349.81,12,"",""
"","700066","Cетевое и беспроводное оборудование","Сетевое оборудование","UBIQUITI","","AirVision NVR","аппаратный сетевой видеорегистратор с предустановленным ПО AirVision для видеокамер Ubiquiti, (1) 10/100/1000 Ethernet интерфейс, емкость 500 GBAirVision NVR Controller",440.06,10,"*","","","",493.33,12,"",""
"","700080","Cетевое и беспроводное оборудование","Сетевое оборудование","UBIQUITI","","EdgeRouter Lite 3","(высокопроизводительный маршрутизатор)3 GE (3 гигабитных Ethernet порта), один порт Serial Console, 512MB DDR2 RAM, MIPS64 Dual-Core 500 MHz",98.95,10,"***","","","",110.93,12,"",""
"","700081","Cетевое и беспроводное оборудование","Сетевое оборудование","UBIQUITI","","EdgeRouter PoE","(высокопроизводительный POE маршрутизатор) 5GE (5 гигабитных Ethernet портов с поддержкой POE), 512 MB DDR2 RAM, Dual?Core 500 MHz, MIPS64 с аппаратным ускорением для обработки пакетов",165.02,10,"***","","","",185.00,12,"",""
"","700082","Cетевое и беспроводное оборудование","Сетевое оборудование","UBIQUITI","","EdgeRouter 8","(высокопроизводительный маршрутизатор) 8GE",321.95,4,"*","","","",360.93,12,"",""
"","700083","Cетевое и беспроводное оборудование","Сетевое оборудование","UBIQUITI","","EdgeRouter Pro","(высокопроизводительный маршрутизатор) 8GE(8 гигабитных Ethernet портов), 2 GB DDR3 RAM, Flash 4 GB, Dual-Core 1 GHz, (6) 10/100/1000 RJ45 Ports, (2) 10/100/1000 RJ45/SFP Combination Ports, (1) RJ45 Serial Port",363.25,4,"*","","","",407.22,12,"",""
"","700100","Cетевое и беспроводное оборудование","Сетевое оборудование","UBIQUITI","","PoE 15-12W","блок питания с PoE15, 220 VAC -&gt; 15VDC, 0,8A - для абонентов",8.09,50,"***","","","",9.07,12,"",""
"","700101","Cетевое и беспроводное оборудование","Сетевое оборудование","UBIQUITI","","PoE 24-12W","блок питания с PoE24, 220 VAC -&gt; 12VDC, 0,8A - для абонентов",8.09,50,"***","","","",9.07,12,"",""
"","700102","Cетевое и беспроводное оборудование","Сетевое оборудование","UBIQUITI","","PoE 48-24W","блок питания с PoE 48, 220 VAC -&gt; 48VDC 0.5A - с кнопкой Reset и удаленной перезагрузкой",15.53,50,"***","","","",17.41,12,"",""
"","700103","Cетевое и беспроводное оборудование","Сетевое оборудование","UBIQUITI","","PoE 48-24W-G","гигабитный блок питания PoE-48G 48VDC, 24W (RocketTi, UAP-Pro)",19.66,50,"***","","","",22.04,12,"",""
"","700112","Cетевое и беспроводное оборудование","Сетевое оборудование","UBIQUITI","","TOUGHSwitch PoE","5 портов Gigabit Ethernet, 24В Passive PoE, 1 порт USB",88.21,10,"***","","","",98.89,12,"",""
"","700126","Cетевое и беспроводное оборудование","Сетевое оборудование","UBIQUITI","","UniFi Video Camera PRO","UniFi Video Camera Pro - Full HD видеонаблюдение",445.84,5,"*","","","",499.81,12,"",""
"","700127","Cетевое и беспроводное оборудование","Сетевое оборудование","UBIQUITI","","UniFi Video Camera Dome","IP-камера HD, UVC-Dome",123.73,20,"*","","","",138.70,12,"",""
"","700128","Cетевое и беспроводное оборудование","Сетевое оборудование","UBIQUITI","","UniFi Video Camera Dome 3-pack","IP-камера HD, UVC-Dome-3",368.21,4,"*","","","",412.78,12,"",""
"","700129","Cетевое и беспроводное оборудование","Сетевое оборудование","UBIQUITI","","UniFi Video Camera","IP-видеокамера для установки внутри и снаружи помещения с разрешением 720р",135.29,10,"*","","","",151.67,12,"",""
"","700130","Cетевое и беспроводное оборудование","Сетевое оборудование","UBIQUITI","","UniFi Video Camera 3-pack","IP-видеокамера х 3 для установки внутри и снаружи помещения с разрешением 720р",388.03,4,"*","","","",435.00,12,"",""
"","700131","Cетевое и беспроводное оборудование","Сетевое оборудование","UBIQUITI","","Instant 802.3af indoor","внутреннего исполнения, 48V/18V, 802.3af",16.35,330,"*******","","","",18.33,12,"",""
"","02507","Cетевое и беспроводное оборудование","Сетевое оборудование","ZYXEL","","AAM-1212-51","12-портовый ADSL2+ (Annex A) со встроенными сплиттерами и 2 портами Fast Ethernet",860.00,2,"*","","","",896.00,36,"4718937501656",""
"","02088","Cетевое и беспроводное оборудование","Сетевое оборудование","ZYXEL","","ALC1224-51","24-портовый линейный ADSL2+ (Annex A)",781.00,5,"*","","","",814.00,36,"4718937503360",""
"","23306","Cетевое и беспроводное оборудование","Сетевое оборудование","ZYXEL","","ES-108A","восьмипортовый Fast Ethernet с тремя приоритетными портами",25.71,20,"*","","","",26.78,12,"4718937501397",""
"","12374","Cетевое и беспроводное оборудование","Сетевое оборудование","ZYXEL","","ES1100-8P","8-портовый Fast Ethernet c 4 портами PoE",121.00,8,"***","","","",126.00,12,"",""
"","12372","Cетевое и беспроводное оборудование","Сетевое оборудование","ZYXEL","","ES1100-16","16-портовый Fast Ethernet",58.10,8,"***","","","",60.50,12,"4718937560035",""
"","123745","Cетевое и беспроводное оборудование","Сетевое оборудование","ZYXEL","","ES1100-24E","24-портовый Fast Ethernet",78.70,8,"*","","","",82.00,12,"",""
"","123746","Cетевое и беспроводное оборудование","Сетевое оборудование","ZYXEL","","ES1100-24G","24-портовый Fast Ethernet с 2 портами Gigabit Ethernet совмещенными с SFP-слотами",132.00,5,"*","","","",137.00,36,"",""
"","234601","Cетевое и беспроводное оборудование","Сетевое оборудование","ZYXEL","","GS-105B","пятипортовый Gigabit Ethernet",37.57,20,"*","","","",39.14,36,"4718937508266",""
"","23457","Cетевое и беспроводное оборудование","Сетевое оборудование","ZYXEL","","GS-105S EE","пятипортовый Gigabit Ethernet с приоритетными портами",26.88,30,"***","","","",28.00,12,"4718937568581",""
"","234605","Cетевое и беспроводное оборудование","Сетевое оборудование","ZYXEL","","GS-108S EE","восьмипортовый Gigabit Ethernet с  приоритетными портами",42.24,20,"***","","","",44.00,12,"4718937568598",""
"","23470","Cетевое и беспроводное оборудование","Сетевое оборудование","ZYXEL","","GS1100-16","16-портовый Gigabit Ethernet",130.00,8,"***","","","",135.00,12,"",""
"","700141","Cетевое и беспроводное оборудование","Сетевое оборудование","ZYXEL","","GS1900-24HP","интеллектуальный High Power PoE-Gigabit Ethernet с 24 разъемами RJ-45 из которых 4 совмещены с SFP-слотами",488.00,3,"*","","","",508.00,36,"",""
"","29576","Cетевое и беспроводное оборудование","Сетевое оборудование","ZYXEL","","GS1910-24HP","интеллектуальный High Power PoE-Gigabit Ethernet с 24 разъемами RJ-45 из которых 4 совмещены с SFP-слотами",605.00,3,"*","","","",630.00,36,"",""
"","23467","Cетевое и беспроводное оборудование","Сетевое оборудование","ZYXEL","","GS2200-8HP","8-портовый управляемый High Power PoE-Gigabit Ethernet с 2 SFP-слотами совмещенными с разъемами RJ-45",525.00,6,"*","","","",547.00,36,"4718937565290",""
"","23443","Cетевое и беспроводное оборудование","Сетевое оборудование","ZYXEL","","GS2200-24","24-портовый управляемый Gigabit Ethernet с 4 SFP-слотами совмещенными с разъемами RJ-45",584.00,5,"*","","","",608.00,36,"4718937511617",""
"","234562","Cетевое и беспроводное оборудование","Сетевое оборудование","ZYXEL","","GS2200-24P","24-портовый управляемый PoE-Gigabit Ethernet с 4 SFP-слотами совмещенными с разъемами RJ-45",1024.00,3,"*","","","",1067.00,36,"4718937511624",""
"","035594","Cетевое и беспроводное оборудование","Сетевое оборудование","ZYXEL","","GS2210-24","24-портовый управляемый Gigabit Ethernet с 4 SFP-слотами совмещенными с разъемами RJ-45",375.00,5,"*","","","",391.00,36,"",""
"","035595","Cетевое и беспроводное оборудование","Сетевое оборудование","ZYXEL","","GS2210-48","управляемый Gigabit Ethernet с 48 разъемами RJ-45 из которых 4 совмещены с SFP-слотами и 2 дополнительными SFP-слотами",1007.00,1,"*","","","",1049.00,36,"",""
"","29579","Cетевое и беспроводное оборудование","Сетевое оборудование","ZYXEL","","XGS1910-24","интеллектуальный Gigabit Ethernet с 24 разъемами RJ-45 из которых 4 совмещены с SFP-слотами  и 2 слотами 10G SFP+",799.00,4,"*","","","",832.00,36,"",""
"","23622","Cетевое и беспроводное оборудование","Сетевое оборудование","ZYXEL","","ES3500-24HP","24-портовый управляемый PoE-Fast Ethernet с 4 портами Gigabit Ethernet совмещенными с SFP-слотами",604.00,3,"*","","","",629.00,36,"",""
"","035910","Cетевое и беспроводное оборудование","Сетевое оборудование","ZYXEL","","MES3500-10","8-портовый управляемый L2+ Metro Fast Ethernet с 2 портами Gigabit Ethernet совмещенными с SFP-слотами",149.00,8,"*","","","",155.00,36,"",""
"","345628","Cетевое и беспроводное оборудование","Сетевое оборудование","ZYXEL","","MES3500-24","24-портовый управляемый L2+ Metro Fast Ethernet с 4 портами Gigabit Ethernet совмещенными с SFP-слотами",248.00,4,"*","","","",258.00,36,"4718937566525",""
"","035046","Cетевое и беспроводное оборудование","Сетевое оборудование","ZYXEL","","MES3500-24F","управляемый L2+ Metro Ethernet с 24 SFP-слотами 100BASE-X и 4 портами Gigabit Ethernet совмещенными с SFP-слотами",426.00,4,"*","","","",444.00,36,"",""
"","23297","Cетевое и беспроводное оборудование","Сетевое оборудование","ZYXEL","","MGS-3712","12-портовый управляемый L2+ Metro Gigabit Ethernet с 12 разъемами RJ-45 из которых 4 совмещены с SFP-слотами",1149.00,5,"*","","","",1197.00,36,"4718937507764",""
